"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","knowledge_share","experience_share"
2001,1,55,2,1,1,37,3,5,NA,37,1,1,1,2,NA,3533,4,267121,1,9.67741935483871,90.3225806451613
2001,2,32,1,1,1,36,2,1,2,14,2,1,1,2,6.52119398117065,2890,1,267151,1,25.7425742574257,74.2574257425743
2006,1,45,2,1,1,37,2,5,NA,28,1,2,1,2,5,3156,3,267151,NA,18.1818181818182,81.8181818181818
2006,1,22,1,1,1,37,4,1,4,1,2,1,1,2,2.76999998092651,8536,1,267181,NA,33.75,66.25
2006,2,45,1,1,1,38,2,1,2,10,1,1,1,2,NA,5432,1,267191,1,26.605504587156,73.394495412844
2001,1,37,2,1,1,37,4,5,NA,21,2,3,1,2,8.10810852050781,3407,3,267201,1,28.3018867924528,71.6981132075472
2006,1,54,1,1,1,44,4,2,1,33,1,2,1,2,8.36999988555908,9318,3,267251,1,30.6122448979592,69.3877551020408
2001,1,54,1,1,1,45,3,2,2,31,1,3,1,2,34.1880340576172,3500,1,267261,4,22.8260869565217,77.1739130434783
2006,2,31,1,1,1,35,4,1,2,12,1,1,1,2,8.79120922088623,NA,2,267271,1,21.875,78.125
2006,1,38,2,1,1,47,2,4,1,22,1,1,1,2,11,6562,4,267281,2,26.4,73.6
2001,2,49,1,1,1,37,3,2,3,27,1,1,1,2,7.79625797271729,5124,4,267331,1,21.1111111111111,78.8888888888889
2001,2,52,1,1,2,26,2,1,2,35,1,1,1,2,5.5,5800,1,267341,1,21.9178082191781,78.0821917808219
2006,2,37,2,1,2,16,3,5,NA,19,1,1,1,2,5.5,5561,1,267341,2,23.2142857142857,76.7857142857143
2006,2,30,1,1,1,37,2,1,3,12,1,2,1,2,NA,2976,1,267361,1,17.3913043478261,82.6086956521739
2001,2,37,2,1,2,25,2,5,NA,14,1,3,1,2,4.33408546447754,6114,6,267371,1,19.4444444444444,80.5555555555556
2006,1,41,1,1,1,45,3,1,2,26,1,3,1,2,NA,6876,1,267401,2,28.3464566929134,71.6535433070866
2006,2,42,1,1,1,35,5,1,3,26,1,1,1,2,9.98186779022217,2611,1,267431,1,22.9007633587786,77.0992366412214
2001,2,29,1,1,1,50,4,1,4,10,2,1,3,2,11.5384616851807,3017,1,267481,1,27.9661016949153,72.0338983050847
2006,1,51,1,1,1,37,4,3,1,34,1,3,1,2,11.9542617797852,3126,5,267521,1,25.6756756756757,74.3243243243243
2001,2,44,2,1,2,17,3,5,NA,20,2,3,1,2,3.87730717658997,2960,3,267531,2,18.6046511627907,81.3953488372093
2001,1,38,1,1,1,40,2,1,3,22,1,1,1,2,9.61538505554199,7380,1,267551,1,29.126213592233,70.873786407767
2001,1,46,1,1,1,37,3,3,2,31,2,1,1,2,NA,6542,5,267561,2,26.9503546099291,73.0496453900709
2001,2,27,1,1,1,40,2,2,3,9,1,1,1,2,6.00961542129517,6494,1,267571,1,22.3880597014925,77.6119402985075
2001,1,37,1,1,1,44,3,2,3,22,2,1,1,2,10.5,6337,1,267581,2,28.7128712871287,71.2871287128713
2001,2,28,1,1,1,37,2,3,1,11,2,1,1,2,4.88072729110718,6882,5,267601,1,23.5849056603774,76.4150943396226
2001,2,44,1,1,2,25,NA,1,3,27,1,1,1,2,11.5384616851807,5036,1,267641,4,24.4444444444444,75.5555555555556
2006,2,46,1,1,2,24,3,1,2,28,2,1,1,2,9.62278652191162,2611,1,268012,1,20.6896551724138,79.3103448275862
2001,1,21,1,1,1,38,2,1,1,2,1,NA,1,3,3.94736838340759,10272,1,268061,1,31.4516129032258,68.5483870967742
2001,2,25,1,1,1,45,2,2,3,8,1,1,1,3,5.12820482254028,9051,1,268071,1,26.3636363636364,73.6363636363636
2006,1,26,1,1,1,40,2,3,2,9,1,1,1,2,6.25,4372,1,268082,1,23.469387755102,76.530612244898
2006,2,29,2,1,1,35,3,4,1,13,2,1,1,2,10.2799997329712,3504,5,268132,2,22.6415094339623,77.3584905660377
2006,1,41,2,1,1,37,5,5,NA,25,1,3,1,2,5.19999980926514,6425,4,268162,2,21.7948717948718,78.2051282051282
2001,1,23,1,1,1,40,5,1,1,5,1,3,1,3,NA,7236,1,268181,1,33.3333333333333,66.6666666666667
2006,2,57,1,1,1,45,2,1,2,40,1,1,1,2,19.6581192016602,2835,3,268182,1,18.3098591549296,81.6901408450704
2001,1,33,2,1,1,35,2,4,1,10,1,NA,1,3,3.71000003814697,3614,5,268191,3,22.6190476190476,77.3809523809524
2006,2,34,2,1,1,36,3,5,NA,18,1,3,1,2,4.80769205093384,5354,5,268202,2,16.8224299065421,83.1775700934579
2006,1,43,1,1,1,48,2,1,2,27,1,3,1,2,NA,6876,1,268212,2,23.3082706766917,76.6917293233083
2001,2,23,1,1,1,41,2,1,4,1,1,NA,1,3,10.3189496994019,3017,1,268241,3,24.6575342465753,75.3424657534247
2006,1,21,1,1,1,35,2,1,2,3,1,1,1,2,NA,9240,3,268252,2,19.3798449612403,80.6201550387597
2006,2,45,1,1,1,32,4,4,1,29,1,1,1,2,7.93879890441895,5653,5,268272,1,20.7692307692308,79.2307692307692
2006,1,37,1,1,1,40,5,1,3,14,1,2,1,2,18.75,7149,4,268282,1,24.6753246753247,75.3246753246753
2006,2,23,2,1,1,43,2,3,2,5,1,3,1,2,4.1860466003418,3504,5,268292,1,22.5563909774436,77.4436090225564
2001,1,22,1,1,1,39,4,1,2,2,1,1,1,3,5.69999980926514,10866,1,268321,2,21.2121212121212,78.7878787878788
2001,1,55,2,1,1,55,2,5,NA,40,1,1,1,3,3.45454549789429,6463,5,268351,1,26.5957446808511,73.4042553191489
2006,2,32,1,1,1,40,4,1,1,16,1,3,1,2,7.45192337036133,2824,1,268362,1,22.7722772277228,77.2277227722772
2006,2,59,1,1,2,19,5,1,1,35,1,3,1,2,7.59109354019165,5599,3,268372,1,27.1028037383178,72.8971962616822
2006,2,51,2,1,2,17,3,5,NA,30,2,3,1,2,7.52941179275513,2819,1,268392,1,22.8571428571429,77.1428571428572
2001,2,31,2,1,2,17,4,5,NA,15,2,1,1,3,5.19999980926514,3240,1,268411,1,30,70
2006,2,44,1,1,1,30,3,1,2,28,2,1,1,2,8.33333301544189,8148,1,268412,1,25.6637168141593,74.3362831858407
2001,1,23,2,1,1,38,3,5,NA,6,1,1,1,3,5.98999977111816,7684,5,268431,1,28.0898876404494,71.9101123595506
2006,1,45,1,1,1,35,5,1,1,26,1,1,1,2,NA,9638,5,268432,1,21.3114754098361,78.6885245901639
2006,2,38,1,1,1,35,3,1,2,19,2,2,1,2,5.7142858505249,2824,1,268442,1,23.1481481481481,76.8518518518518
2006,2,53,1,1,2,21,3,1,2,37,1,3,1,2,7.69230794906616,2690,5,268452,1,20.7792207792208,79.2207792207792
2006,1,42,1,1,1,36,4,1,3,22,2,3,1,2,9.34829044342041,6525,1,268462,1,24.6268656716418,75.3731343283582
2006,2,54,2,1,2,24,4,5,NA,20,1,3,1,2,9.61538410186768,5637,5,268472,1,20.3389830508475,79.6610169491525
2006,2,39,1,1,1,37,3,2,2,23,2,1,1,2,14.2931385040283,5429,2,268482,1,20.8860759493671,79.1139240506329
2001,2,51,2,1,2,23,5,4,8,17,1,3,1,3,4.78260850906372,3167,5,268491,1,27.4725274725275,72.5274725274725
2006,2,39,1,1,1,38,2,2,2,23,1,3,1,2,5.41497945785522,2677,1,268492,1,25.3731343283582,74.6268656716418
2001,1,51,2,1,1,48,3,5,NA,35,1,3,1,3,6.25,3232,5,268501,1,25,75
2006,2,37,2,1,2,25,3,5,NA,21,1,3,1,2,5.5,5877,5,268522,1,13.5802469135802,86.4197530864197
2001,1,27,1,1,1,40,4,2,1,6,1,1,1,3,4.82000017166138,3618,2,268571,1,26.9230769230769,73.0769230769231
2001,1,46,2,1,1,37,4,5,NA,30,1,3,1,3,NA,6414,6,268581,2,30.6451612903226,69.3548387096774
2001,1,36,1,1,1,52.9999961853027,4,1,3,16,1,1,1,3,6.05999994277954,7235,4,268621,1,27,73
2001,2,49,1,1,2,16,2,1,1,18,1,1,1,3,4,7686,1,269011,1,31.25,68.75
2006,1,33,1,1,1,40,4,1,2,13,2,1,1,2,11.0576915740967,3260,1,269021,1,25,75
2001,1,49,2,1,1,52,2,5,NA,32,1,1,1,3,6.26999998092651,6046,5,269061,1,28.7128712871287,71.2871287128713
2001,2,50,1,1,1,80,NA,1,3,30,NA,1,1,3,NA,5389,9,269121,NA,24.5161290322581,75.4838709677419
2001,2,36,2,1,2,24,3,5,NA,7,1,1,1,3,3.86999988555908,6486,5,269131,1,28.2352941176471,71.7647058823529
2001,1,34,2,1,1,60.0000038146973,5,5,NA,15,1,1,1,3,6.5,6813,9,269151,2,20.7792207792208,79.2207792207792
2001,2,40,1,1,1,70,3,1,4,22,2,1,1,3,10.1648349761963,2710,1,269181,4,24.0740740740741,75.9259259259259
2006,2,46,1,1,1,60,5,1,3,28,2,1,1,2,NA,6278,1,269181,4,23.030303030303,76.969696969697
2001,1,31,1,1,1,50,5,3,2,11,1,1,1,3,11.5384616851807,6820,4,269201,2,36.0824742268041,63.9175257731959
2001,2,37,1,1,2,18,5,1,2,19,2,3,1,3,9.61538410186768,5780,2,269261,1,25.5813953488372,74.4186046511628
2001,1,51,2,1,1,50,3,3,2,35,1,1,1,3,5.96153879165649,3500,5,269271,1,22.65625,77.34375
2001,1,44,1,1,1,36,2,4,1,28,2,1,1,3,12.0192308425903,2809,5,269281,3,20.1834862385321,79.8165137614679
2001,2,51,1,1,1,45,3,1,2,28,2,1,1,3,15.8119659423828,2900,1,269321,4,23.6111111111111,76.3888888888889
2001,1,34,1,1,1,50,3,1,3,15,1,1,1,3,13.5440187454224,3169,5,269331,2,25.1700680272109,74.8299319727891
2001,2,20,2,1,2,24,2,5,NA,4,1,3,1,3,5,7092,6,269351,1,17.2839506172839,82.7160493827161
2001,1,57,2,1,1,39,3,5,NA,41,1,3,1,3,6.25,10294,5,269361,1,19.7802197802198,80.2197802197802
2006,1,27,1,1,1,38,1,1,1,7,1,1,1,2,17.2064762115479,4268,1,269381,1,26.5625,73.4375
2001,1,38,2,1,1,45,4,3,2,22,1,1,1,3,10,7235,5,269411,1,30.2752293577982,69.7247706422018
2001,2,22,1,1,1,37,2,1,2,3,1,1,1,3,4,9208,5,269421,1,29.8076923076923,70.1923076923077
2001,1,53,2,1,1,60.0000038146973,4,5,NA,38,1,3,1,3,5.83333349227905,10598,1,269431,1,29.5774647887324,70.4225352112676
2006,2,38,2,1,2,22,2,5,NA,17,1,3,1,2,6,5917,5,269431,1,5.76923076923077,94.2307692307692
2001,2,54,1,1,1,37,5,1,3,37,2,1,1,3,6.75675678253174,5483,1,269461,4,24.7422680412371,75.2577319587629
2001,1,32,2,1,1,36,3,4,8,14,1,1,1,3,7.08333349227905,3407,5,269471,1,24.1758241758242,75.8241758241758
2001,2,27,1,1,2,30.0000019073486,4,1,2,11,2,3,1,3,7.307692527771,3069,1,269511,1,29.2035398230088,70.7964601769911
2001,1,49,2,1,1,37,4,3,1,32,1,1,1,3,5.48000001907349,6603,5,269531,2,30.379746835443,69.620253164557
2006,1,32,1,1,1,55,4,1,3,16,1,1,1,2,23.6363639831543,7149,5,270012,1,22.6277372262774,77.3722627737226
2001,2,40,2,1,1,45,3,5,NA,22,1,3,1,3,4.5,5744,5,270021,1,25.9259259259259,74.0740740740741
2006,2,23,1,1,1,37,4,4,1,2,2,NA,1,2,11.8503122329712,7106,2,270032,4,19.6078431372549,80.3921568627451
2001,1,42,1,1,1,0,3,1,1,27,1,3,1,3,4.98000001907349,6603,1,270041,1,27.6595744680851,72.3404255319149
2001,1,53,1,1,1,0,3,1,3,39,1,1,1,3,NA,9017,1,270061,4,21.7821782178218,78.2178217821782
2006,2,37,2,1,2,20,4,5,NA,12,1,3,1,2,5.59999990463257,2677,1,270062,1,24.6753246753247,75.3246753246753
2001,1,25,2,1,1,45,2,5,NA,9,1,1,1,3,7,15367,5,270071,2,23.3333333333333,76.6666666666667
2001,1,21,2,1,1,40,3,5,NA,3,1,2,1,3,5.5,3955,5,270081,1,28.5714285714286,71.4285714285714
2001,1,42,1,1,1,45,5,3,1,21,1,3,1,3,5.98999977111816,6603,3,270091,1,20.6349206349206,79.3650793650794
2001,2,42,1,1,2,24,3,2,1,20,1,1,1,3,4.65000009536743,2932,1,270101,1,25.4237288135593,74.5762711864407
2001,1,43,1,1,1,40,4,1,1,21,1,1,1,3,8.89423084259033,2858,1,270161,1,22.6950354609929,77.3049645390071
2006,1,37,1,1,1,48,3,2,2,18,1,1,1,2,12.75,6680,1,270162,2,28.4615384615385,71.5384615384615
2006,2,51,2,1,1,42,2,5,NA,36,1,1,1,2,6.1904764175415,2649,5,270172,2,30.7692307692308,69.2307692307692
2001,2,59,2,1,2,12,2,5,NA,20,1,3,1,3,4.15000009536743,3167,5,270181,1,22.5806451612903,77.4193548387097
2001,2,47,1,1,1,46,4,1,3,27,1,1,1,3,6.89799308776855,5865,2,270191,1,22.8346456692913,77.1653543307087
2006,2,51,2,1,1,38,4,5,NA,33,NA,3,2,2,4.60526323318481,5205,5,270192,1,4.16666666666667,95.8333333333333
2001,1,41,1,1,1,65,4,4,1,25,1,3,1,3,6.92307710647583,3020,1,270211,1,25.974025974026,74.025974025974
2001,2,33,1,1,1,37,2,3,2,14,2,1,1,3,10.3950099945068,2890,1,270261,1,25.3012048192771,74.6987951807229
2006,2,30,2,1,1,37,3,4,2,8,2,1,3,2,10.3950099945068,5429,4,270282,4,19.4244604316547,80.5755395683453
2006,1,35,1,1,1,36,2,3,3,18,1,1,1,2,8.01282119750977,3340,2,270312,2,30.9090909090909,69.0909090909091
2001,1,30,2,1,2,15.0000009536743,2,5,NA,14,3,1,1,3,5.59000015258789,7228,6,270321,3,31.6666666666667,68.3333333333333
2006,2,23,1,1,1,35,2,1,3,5,1,1,1,2,7.73076963424683,7392,1,270332,1,23.2323232323232,76.7676767676768
2001,1,48,2,1,1,37,4,5,NA,33,2,1,1,3,6.23999977111816,3207,5,270351,2,28.3018867924528,71.6981132075472
2006,1,58,1,1,1,37,2,2,2,37,1,1,1,2,NA,6363,1,270372,1,24.6268656716418,75.3731343283582
2001,1,48,1,1,1,40,1,3,1,32,1,1,1,3,8.17307662963867,9620,1,270421,2,30,70
2001,1,36,1,1,1,45,4,1,1,10,1,NA,1,3,6.05999994277954,6813,5,270431,1,25,75
2001,2,55,2,1,2,22,2,5,NA,11,1,3,1,3,3.70000004768372,6152,6,270441,1,26.8041237113402,73.1958762886598
2006,2,41,1,1,1,40,5,1,2,23,1,1,1,2,6,5692,2,270452,1,25,75
2001,1,35,1,1,2,0,4,1,2,13,3,NA,1,3,6.01956367492676,3410,1,270471,2,24.7619047619048,75.2380952380952
2001,2,31,2,1,1,30.0000019073486,2,4,1,6,1,NA,1,3,3.79999995231628,3339,5,270481,1,23.0769230769231,76.9230769230769
2001,1,40,1,1,1,49,4,3,1,25,1,1,1,3,NA,6040,2,270491,1,25.531914893617,74.468085106383
2001,2,58,1,1,1,37,3,3,1,20,2,3,1,3,4.94000005722046,3076,1,270581,2,17.2727272727273,82.7272727272727
2001,1,21,1,1,1,39,4,4,1,5,1,1,1,3,8.97435855865479,10855,1,270611,1,36.5384615384615,63.4615384615385
2001,1,51,1,1,1,60.0000038146973,4,1,1,36,1,3,1,3,8.9743595123291,3500,2,270621,2,26.0869565217391,73.9130434782609
2001,1,51,1,1,1,46,4,5,NA,35,1,3,1,3,6.5,6463,5,270631,1,30.6666666666667,69.3333333333333
2001,2,40,1,1,1,38,5,1,2,20,2,3,1,3,5.03542518615723,5124,2,271011,4,26.2626262626263,73.7373737373737
2001,2,39,1,1,1,30.0000019073486,5,5,NA,24,2,1,1,3,5.21000003814697,6479,2,271021,1,22.8571428571429,77.1428571428572
2001,2,35,1,1,1,60.0000038146973,4,3,2,12,2,3,1,3,8.01282024383545,3057,5,271041,4,24.1666666666667,75.8333333333333
2001,1,38,2,1,2,12,2,5,NA,21,1,2,1,3,9.61538410186768,6813,5,271051,2,22.6415094339623,77.3584905660377
2001,1,40,1,1,2,7,3,3,2,18,2,3,1,3,15,3023,1,271071,4,25.609756097561,74.390243902439
2001,2,58,1,1,2,18,2,1,2,36,2,1,1,3,6.41025638580322,2742,1,271101,3,30,70
2001,2,23,1,1,1,37,5,1,2,1,2,1,1,3,5.93451118469238,3069,1,271151,4,24.390243902439,75.609756097561
2006,1,21,1,1,2,16,3,4,1,5,1,1,4,2,5.23999977111816,18480,5,271181,1,26.4705882352941,73.5294117647059
2001,2,48,1,1,1,57,4,2,2,18,1,3,1,3,9.27800273895264,5420,1,271191,4,19.2307692307692,80.7692307692308
2001,1,54,1,1,1,36,5,1,2,36,2,1,1,3,8.5470085144043,3058,1,271221,4,23.5849056603774,76.4150943396226
2001,2,34,1,1,1,35,5,1,4,11,1,1,1,3,14.8351650238037,3057,1,271231,4,27.2727272727273,72.7272727272727
2001,1,25,1,1,1,40,4,3,1,3,2,1,1,3,9.13461494445801,6731,1,271241,2,25,75
2006,1,35,1,1,1,60,5,1,1,20,2,3,1,2,11.2179479598999,3340,1,271261,2,27.5862068965517,72.4137931034483
2001,1,50,1,1,1,37,2,1,2,26,2,1,1,3,9.61538410186768,3058,1,271271,4,22.5806451612903,77.4193548387097
2001,1,39,1,1,1,38,2,1,1,23,1,1,4,3,5.53000020980835,3724,3,271281,1,23.6842105263158,76.3157894736842
2001,1,55,1,1,1,45,2,4,8,39,1,3,1,3,NA,3431,5,271291,1,32.2222222222222,67.7777777777778
2001,1,31,1,1,1,40,3,1,2,7,1,1,1,3,12.9807691574097,3690,1,271311,4,22.6086956521739,77.3913043478261
2006,1,50,1,1,1,39,5,1,1,34,1,3,1,2,5.34999990463257,6771,1,271331,2,24.1379310344828,75.8620689655172
2001,2,39,1,1,2,18,2,3,2,18,2,1,4,3,10.1495723724365,5681,2,271341,4,20,80
2006,1,29,1,1,1,35,2,1,2,11,1,3,1,2,8.30000019073486,4439,3,271351,1,27.710843373494,72.289156626506
2006,1,23,1,1,1,45,2,2,3,7,1,1,1,2,8.5,8743,1,271381,1,23.3128834355828,76.6871165644172
2001,2,43,2,1,1,37,2,5,NA,27,1,1,1,3,6.49688148498535,2518,3,271401,NA,25.2631578947368,74.7368421052632
2001,2,32,1,1,1,35,3,1,2,14,1,1,1,3,7.96703338623047,5780,1,271421,1,30.6930693069307,69.3069306930693
2001,1,36,1,1,1,45,5,1,2,15,1,1,1,3,8.5470085144043,3410,1,271431,4,23.3644859813084,76.6355140186916
2001,2,38,1,1,1,42,4,3,2,11,3,1,1,3,10.9890108108521,5681,1,271481,4,24.3697478991597,75.6302521008403
2001,1,43,1,1,1,40,3,1,3,21,1,1,1,3,13.75,5618,1,271511,3,25.6410256410256,74.3589743589744
2001,2,43,1,1,1,37,5,1,2,25,2,1,1,3,8.44594573974609,2562,2,271551,1,20.3389830508475,79.6610169491525
2001,2,42,1,1,1,40,4,1,3,24,1,1,1,3,10.0961542129517,5865,1,271601,3,25,75
2001,2,45,1,1,1,45,2,1,2,23,1,3,1,3,5.12820482254028,2710,1,271611,4,18.5185185185185,81.4814814814815
2001,2,49,2,1,1,37,2,4,8,29,2,3,1,3,9.0956335067749,5744,5,272041,1,20.1834862385321,79.8165137614679
2001,1,34,1,1,1,44,3,3,2,18,1,3,1,3,5.45454549789429,7449,4,272051,2,25,75
2006,2,48,1,1,2,28,1,1,2,22,3,3,1,2,11.5473432540894,2611,1,272081,2,25.6637168141593,74.3362831858407
2001,1,53,1,1,1,40,2,1,2,37,1,3,1,3,5.76923084259033,6116,1,272101,1,16.8674698795181,83.1325301204819
2001,1,28,1,1,1,40,3,2,2,3,1,1,1,3,10.5769233703613,11756,1,272121,4,21.4953271028037,78.5046728971963
2001,1,53,2,1,1,50,2,5,NA,37,1,3,1,3,NA,10294,6,272171,2,21.0884353741497,78.9115646258503
2001,2,32,1,1,1,40,2,1,3,5,1,1,1,3,12.5,6114,1,272181,4,27.9279279279279,72.0720720720721
2006,1,53,2,1,1,40,4,5,NA,26,1,2,2,2,5.98999977111816,6771,3,272191,4,19.672131147541,80.327868852459
2001,2,28,1,1,2,20,2,1,2,6,1,3,1,3,5.28846168518066,6139,1,272201,4,23.7113402061856,76.2886597938144
2001,1,35,1,1,1,37,4,1,2,16,1,1,1,3,7.27650737762451,6820,5,272211,1,31.7307692307692,68.2692307692308
2001,2,28,1,1,1,41,2,1,3,4,3,1,1,3,10.5534715652466,3513,1,272221,4,32.6086956521739,67.3913043478261
2001,1,36,1,1,1,55,3,1,2,12,1,1,1,3,12.5874118804932,6820,1,272231,4,27.007299270073,72.992700729927
2001,2,28,1,1,1,40,2,3,2,10,1,1,1,3,6.25,3513,1,272251,2,22.3214285714286,77.6785714285714
2001,1,43,2,1,1,45,2,5,NA,19,3,1,3,3,1.66666662693024,3023,1,272271,4,23.3333333333333,76.6666666666667
2006,2,34,2,1,1,40,NA,3,7,8,1,NA,2,2,NA,5917,6,272291,4,22.463768115942,77.536231884058
2001,1,32,2,1,1,54.0000038146973,3,4,8,16,1,3,1,3,6.66666650772095,7235,5,272311,1,25,75
2001,1,27,1,1,1,50,3,3,2,11,1,1,1,3,8.35214424133301,3622,3,272341,1,18.75,81.25
2001,1,56,2,1,1,45,3,4,8,41,1,1,1,3,5.55555534362793,6463,2,272351,1,28.4403669724771,71.5596330275229
2001,2,33,2,1,2,27.0000019073486,4,3,1,14,3,3,1,3,8,5681,3,272381,4,25.7575757575758,74.2424242424242
2001,1,33,1,1,1,55,3,1,2,9,2,1,1,3,8.04195785522461,6820,1,272401,4,22.2222222222222,77.7777777777778
2001,2,41,1,1,1,40,3,3,2,18,2,3,1,3,10.240385055542,2710,5,272411,4,29.5918367346939,70.4081632653061
2001,1,54,2,1,1,43,4,5,NA,39,1,2,1,3,5.80000019073486,6863,4,272431,2,26.8041237113402,73.1958762886598
2001,2,45,1,1,1,42,5,1,1,30,2,1,1,3,6.77655696868896,7686,1,272451,1,26.8292682926829,73.1707317073171
2001,2,34,1,1,1,45,3,2,2,10,2,3,1,3,12.8205127716064,3057,1,272461,4,19.1304347826087,80.8695652173913
2006,2,33,2,1,1,40,3,4,1,17,1,1,1,2,5.80000019073486,5354,2,272461,2,21.4876033057851,78.5123966942149
2001,1,23,1,1,1,50,3,3,1,5,1,1,1,3,4.32692337036133,3842,5,272501,2,21.2962962962963,78.7037037037037
2001,1,57,2,1,1,45,2,5,NA,39,1,1,1,3,6,3431,4,272521,NA,23.6842105263158,76.3157894736842
2001,2,55,1,1,2,26,3,1,2,30,2,3,1,3,17.011833190918,2900,2,272551,4,25,75
2001,1,59,2,1,1,37,4,5,NA,37,2,1,1,3,6,3431,3,272601,1,28.3582089552239,71.6417910447761
2001,1,32,1,1,1,35,4,1,3,12,1,3,2,3,12.6373624801636,3169,1,272611,1,36.3636363636364,63.6363636363636
2006,2,58,2,1,2,8,1,5,NA,18,1,3,1,2,NA,2819,6,273012,1,18.75,81.25
2006,2,45,1,1,1,32,4,2,1,25,2,1,1,2,10.817307472229,2611,2,273022,2,18.6274509803922,81.3725490196078
2006,1,38,2,1,1,48,2,5,NA,22,1,3,1,2,5.84999990463257,3281,3,273032,1,23.8938053097345,76.1061946902655
2001,2,24,1,1,2,15.0000009536743,5,1,2,6,1,1,1,3,6.07999992370605,6494,1,273111,2,26.5060240963855,73.4939759036145
2001,1,33,1,1,1,25,5,1,1,17,1,2,1,3,6.80000019073486,3724,4,273141,1,27.4193548387097,72.5806451612903
2001,1,28,2,1,1,52,2,4,9,12,1,2,1,3,4.65999984741211,7236,2,273151,1,24.2424242424242,75.7575757575758
2001,1,43,1,1,1,30.0000019073486,5,1,4,26,1,1,1,3,12.8205127716064,3207,2,273161,2,33.3333333333333,66.6666666666667
2001,2,23,2,1,2,16,4,5,NA,7,1,1,1,3,4.30000019073486,3247,5,273181,1,25.3333333333333,74.6666666666667
2006,2,32,1,1,1,39,4,2,1,8,1,3,3,2,5.05000019073486,2939,3,273182,3,24,76
2001,2,53,1,1,1,60.0000038146973,NA,3,1,20,1,1,1,3,4.90000009536743,3167,8,273201,NA,33.6633663366337,66.3366336633663
2001,2,25,1,1,2,15.0000009536743,3,3,1,5,1,3,1,3,4.34000015258789,6494,5,273211,1,22.0588235294118,77.9411764705882
2001,2,53,2,1,2,25,5,5,NA,35,1,3,1,3,4.19999980926514,3167,3,273271,1,23.0769230769231,76.9230769230769
2001,2,35,1,1,2,20,5,4,1,12,2,1,1,3,9.80000019073486,2841,1,273291,4,20.9090909090909,79.0909090909091
2001,1,56,2,1,1,46,2,5,NA,41,2,1,1,3,5.51000022888184,3533,6,273321,1,24.5614035087719,75.4385964912281
2006,1,30,1,1,1,40,4,2,1,7,2,1,3,2,7,7107,5,273322,2,25,75
2006,2,31,1,1,1,37,4,1,3,8,1,3,1,2,7.09459447860718,2939,3,273332,4,25.6880733944954,74.3119266055046
2006,2,31,2,1,1,60,3,5,NA,9,1,2,3,2,5.25,2677,6,273342,4,15.7894736842105,84.2105263157895
2001,1,30,1,1,1,36,4,1,3,8,1,1,4,3,6.41025638580322,3724,2,273421,NA,23.3870967741935,76.6129032258064
2001,1,60,2,1,2,25,2,5,NA,45,2,3,1,3,3.38000011444092,7066,1,273451,1,25,75
2001,2,53,1,1,1,35,3,1,2,36,1,3,1,3,NA,2742,1,273561,3,24.1935483870968,75.8064516129032
2001,1,36,1,1,1,40,3,5,NA,20,1,3,1,3,6.48000001907349,10220,5,273581,2,28.9855072463768,71.0144927536232
2001,2,44,2,1,1,37,4,2,8,29,1,2,1,3,6.1100001335144,2875,2,273631,1,29.1139240506329,70.8860759493671
2006,1,49,1,1,1,50,1,3,2,25,3,3,1,2,7.88461542129517,3262,1,274031,2,24.2990654205607,75.7009345794392
2001,2,27,1,1,1,25,3,4,1,8,2,3,3,3,NA,6882,4,274071,1,30,70
2006,1,60,1,1,2,28,5,2,2,38,2,3,1,2,NA,6810,1,274081,2,23.2323232323232,76.7676767676768
2001,2,42,1,1,1,37,2,4,1,19,2,1,4,3,NA,5036,4,274161,3,25,75
2001,1,35,2,1,1,27.0000019073486,4,3,2,10,2,3,3,3,16.3817653656006,3410,5,274181,4,26.271186440678,73.728813559322
2006,1,32,1,1,1,40,3,3,3,4,1,1,3,2,5.94999980926514,10175,5,274191,2,19.2982456140351,80.7017543859649
2001,1,36,2,1,1,37,4,5,NA,17,2,3,1,3,NA,3724,3,274271,1,19.2307692307692,80.7692307692308
2006,1,24,2,1,2,20,2,5,NA,9,1,3,3,2,6,8418,6,274341,NA,29.3333333333333,70.6666666666667
2006,2,47,1,1,1,32,4,3,1,28,2,2,2,2,7.5,2846,3,274361,NA,27.7310924369748,72.2689075630252
2001,2,57,2,1,2,30.0000019073486,3,5,NA,30,2,3,1,3,4.59999990463257,6334,1,274431,NA,27.536231884058,72.463768115942
2006,1,27,1,1,1,45,3,2,2,1,2,NA,1,2,5.55555534362793,25652,1,274431,2,36.5591397849462,63.4408602150538
2006,2,57,2,1,2,10,4,5,NA,42,1,1,4,2,10.5773677825928,2819,1,274511,1,18.1818181818182,81.8181818181818
2001,1,42,1,1,2,18,3,1,3,21,3,1,1,3,8.96000003814697,3023,1,274601,4,28.695652173913,71.304347826087
2001,2,44,1,1,1,27.0000019073486,3,2,2,21,2,3,3,3,17.0940170288086,5420,1,274611,4,25,75
2001,2,31,1,1,2,20,4,2,1,8,1,1,1,3,5.5,6678,1,274621,1,27.2727272727273,72.7272727272727
2001,2,52,2,1,2,20,5,1,8,37,1,2,1,3,5.59999990463257,3167,5,274641,1,28.75,71.25
